ID,sentence,label,language
803,ਮਿਨੀਅਨਜ਼ ਅਤੇ ਗਰੂ ਦੇ ਦਿਲਚਸਪ ਪਾਤਰ ਅਸਲ ਵਿੱਚ ਆਪਣੇ ਜੁੜਵਾਂ ਭਰਾ ਜਿਸ ਬਾਰੇ ਉਸਨੂੰ ਕਦੇ ਨਹੀਂ ਪਤਾ ਸੀ ਕਿ ਉਸਦੇ ਕੋਲ ਸੀ ਨਾਲ ਖਲਨਾਇਕ ਦੇ ਦੌਰ ਜਾਂਦੇ ਹਨ । ਇੱਕ ਹੈਰਾਨੀਜਨਕ ਅਨੁਭਵ.,Positive,pa
804,"রেসিং থেকে বিনোদন, কার্বন এবং অ্যালুমিনিয়াম ফ্রেম পর্যন্ত বাইকের বিকল্পগুলির বিস্তৃত পরিসর।",Positive,bn
805,"ਇਹ ਹੁਣ ਧੂੜ ਫਿਲਟਰਾਂ ਨਾਲ ਲੈਸ ਹੈ, ਜੋ ਕਿ ਧੂੜ ਦੇ ਛੋਟੇ ਕਣਾਂ ਨੂੰ ਘਰ ਜਾਂ ਕਮਰੇ ਵਿੱਚ ਦਾਖਲ ਹੋਣ ਤੋਂ ਵੀ ਰੋਕਦਾ ਹੈ। ਅੰਤ ਵਿੱਚ, ਅਸੀਂ ਘਰਾਂ ਦੇ ਅੰਦਰ ਪ੍ਰਦੂਸ਼ਣ ਦੇ ਡਰ ਤੋਂ ਬਿਨਾਂ ਸੌਂ ਸਕਦੇ ਹਾਂ।",Positive,pa
806,"এই মূল্যত ছেট নেক, ট্ৰেপিজইড ইনলেৰ দৰে সকলো উচ্চ-স্তৰৰ বৈশিষ্ট্য পোৱাটো অকল্পনীয়।",Positive,as
807,ਸਟਾਫ ਦੇ ਚੰਗੇ ਵਿਹਾਰ ਅਤੇ ਭੋਜਨ ਦੇ ਨਾਲ-ਨਾਲ ਪੀਣ ਵਾਲੇ ਪਦਾਰਥ (ਕਾਕਟੇਲ ਅਤੇ ਮੌਕਟੇਲ) ਦੇ ਨਾਲ ਇੱਕ ਵਿਲੱਖਣ ਸਥਾਨ ਬਹੁਤ ਵਧੀਆ ਹੈ। ਅਕਸਰ ਲਾਈਵ ਸੰਗੀਤ ਪ੍ਰਦਰਸ਼ਨ ਦੇ ਨਾਲ ਮਾਹੌਲ ਅਜਿਹਾ ਹੁੰਦਾ ਹੈ ਕਿ ਕੋਈ ਵੀ ਦਿਨ ਅਤੇ ਸ਼ਾਮ ਦੋਨਾਂ ਸਮੇਂ ਸਥਾਨ ਦਾ ਆਨੰਦ ਲੈ ਸਕਦਾ ਹੈ।,Positive,pa
808,"চুটি গল্প পঢ়াটোৱে সিহঁতৰ পঢ়াৰ অভ্যাস বিকশিত কৰাত সহায় কৰে, ইংৰাজী ভাষাৰ ওপৰত আধিপত্য উন্নত কৰাত সহায় কৰে। কিতাপখন খুব ৰঙীন আৰু আকৰ্ষণীয়",Positive,as
809,"चॉकलेट एक्लेअर, केक्स (चॉकलेट प्रालीन केक, बेल्जीयम चॉकलेट कापुचिनो टार्ट आणि कापुचिनो ट्रफल केक नक्की खाऊन पाहावेत असे आहेत) आणि पेस्ट्रीज आणि आईसक्रिम सँडविचेसची नवीन श्रेणी खूपच मस्त आहे. कुकी जारमधील कर्मचारी अतिशय मैत्रीपूर्ण आणि व्यावसायिक आहेत, तसेच ऑनलाईन ऑर्डर्स स्विगीवरून देता येतात.",Positive,mr
810,ই বিশাল আকাৰৰ জাতৰ কুকুৰৰ পোৱালিৰ প্ৰথম বৃদ্ধিৰ পৰ্যায়ত উচ্চ বৃদ্ধিৰ হাৰ সমৰ্থন কৰাত সহায় কৰে আৰু অতিৰিক্ত ওজন বৃদ্ধি পৰিহাৰ কৰাত সহায় কৰে। ই কুকুৰ পোৱালীৰ প্ৰাকৃতিক প্ৰতিৰক্ষাকো সমৰ্থন কৰে।,Positive,as
811,یہ فلم بالکل ناقابل یقین، حیران کن، متاثر کن اور حیرت انگیز ہے۔,Positive,ur
812,"ബ്രിസിലുകൾ കട്ടിയുള്ള പ്ലാസ്റ്റിക് ആണ്, അതിനാൽ അവ രോമത്തിൽ തുളച്ചുകയറുന്നില്ല.",Negative,ml
813,“फुलपाखरांच्या” बागेत आता फुलपाखरे नाहीत. कुंपण तुटले आहे किंवा अस्तित्वातच नाही. सध्या ही फक्त एक अस्वच्छ  बाग आहे.,Negative,mr
814,ಆಂಕರ್‌ನಿಂದ ಈ ಪೀಠದ ಫ್ಯಾನ್ ಅನ್ನು ಖರೀದಿಸಿದೆ. ಇದಕ್ಕೆ 3 ಬ್ಲೇಡ್‌ಗಳನ್ನು ನೀಡಲಾಗಿದೆ. ಪೆಡೆಸ್ಟಲ್ ಫ್ಯಾನ್‌ಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ದೊಡ್ಡ ಪ್ರದೇಶಗಳಿಗೆ ಬಳಸಲಾಗುತ್ತದೆ ಮತ್ತು ದೂರಗಾಮಿ ಗಾಳಿಯ ವಿತರಣೆಗಾಗಿ ಹೆಚ್ಚಿನ ಬ್ಲೇಡ್‌ಗಳ ಅಗತ್ಯವಿರುತ್ತದೆ.,Negative,kn
815,প্ৰ'বায়োটিকবোৰে ইয়াক হজম কৰিবলৈ খুব সহজ কৰি তোলে আৰু মই নানপ্ৰ'ৰ এই উন্নত সংস্কৰণটোৰ ক্ষেত্ৰত যথেষ্ট সুখী।,Positive,as
816,ଫ୍ଲାସର କ୍ରମାଗତ ବ୍ୟବହାର ବ୍ୟାଟେରୀକୁ ଖୁବ୍ ଶୀଘ୍ର ଶେଷ କରିଦିଏ |,Negative,or
817,ಈ ಹ್ಯಾಮರ್‌ನ ಸೌಂಡ್‌ಬಾರ್‌ನ ಸಂಯೋಜಿತ ನಿಯಂತ್ರಣವು ಅಷ್ಟೊಂದು ಪರಿಣಾಮಕಾರಿಯಾಗಿಲ್ಲ. ಇದು ವಿಭಿನ್ನ ಮೋಡ್‌ಗಳ ನಡುವೆ ಬದಲಾಯಿಸಲು ವಿಫಲಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಅದನ್ನು ಉತ್ತಮಗೊಳಿಸುವ ಬದಲು ಕೆಟ್ಟ ಧ್ವನಿ ಉತ್ಪಾದನೆಯನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ.,Negative,kn
818,ماحول مجموعی طور پر خراب نہیں ہے لیکن اے سی کی کمی کی وجہ سے جگہ بہت گرم ہوجاتی ہے اکثر کھانے کا تجربہ زیادہ خوشگوار نہیں ہوتا ہے، خاص طور پر کھانا پکانے کی تمام بو براہ راست گاہک تک پہنچتی ہے,Negative,ur
819,"बे सलʼवा गोसो बोनो हानाय जागौमोन जेब्ला सोरबा सासेया बेनि स्क्रिप्टखौ माबोरै लिरनांगौ बेनि सायाव एसेब्लाबो आखाइ फिदिंगौमोन। बे फावथुनाव माखासे गाज्रि बिथिंफोर दं, नाथाय माब्लाबा बयबो गावबा गावनि PPE खौ बखʼनानै खैफोदाव गोलैनाय बादि बेबो मोनबो थि गैयैसो।",Negative,bd
820,यह वास्तव में एक एडवांस्ड फिल्म एसएलआर है जिसमें अच्छे शटर प्रायोरिटी मोड हैं।,Positive,hi
821,"എത്ര മികച്ച ഇന്ത്യൻ സംഗീത നാടക സിനിമയാണ് സോയ അക്തർ എഴുതിയത്! റിയലിസ്റ്റിക്, വൈകാരികവും പ്രചോദിപ്പിക്കുന്നതുമായ കഥ, ഡിവൈനിന്റ ആശ്ചര്യകരമായ സൗണ്ട്ട്രാക്കുകൾ ഈ ചിത്രത്തിലുണ്ട്",Positive,ml
822,"ਚੁਣਨ ਲਈ ਬਾਈਕ ਦੀ ਛੋਟੀ ਲਾਈਨ-ਅੱਪ, ਸਿਰਫ਼ ਕਾਰਬਨ ਫ੍ਰੇਮ ਹਨ।",Negative,pa
823,ಇದು ಉಚಿತವಾಗಿ ಲಭ್ಯವಿರುವ ಅನೇಕ ಜನಪ್ರಿಯ ಪುಸ್ತಕಗಳನ್ನು ಹೊಂದಿದೆ. 5 ಭಾರತೀಯ ಭಾಷೆಗಳಲ್ಲಿ ಲಭ್ಯವಿರುವ ದೊಡ್ಡ ಆಡಿಯೋ ಸಮರ್ಥ ವಿಷಯ. .,Positive,kn
824,અત્યંત ખર્ચાળ છે. અમને અન્ય જુદા જુદા સ્ટોર્સ પર ખૂબ ઓછી કિંમતે તેના જેવા પુસ્તકો મળે છે.,Negative,gu
825,"केनस्टार विंडो एयर कूलर जेंटल और ह्यूमिडिटी-कंट्रोल्ड है। यह बच्चों के कमरे के लिए एक अच्छा विकल्प है, जहां ज़्यादा ठंडी हवा जुकाम और खांसी का कारण बन सकती है।",Positive,hi
826,गुगल प्ले बुक्स कधीही कंटाळवाणी आणि एकसुरी नसतात. आवाजातील योग्य चढ-उतारांमुळे ती रंजक आणि जिवंत वाटतात.,Positive,mr
827,"शुल्क एखाद्या हॉटेल इतकेच आहे पण सुविधा आणि सेवा चांगल्या दर्जाच्या नाहीत; ते देत असलेले खाद्यपदार्थ म्हणजे साध्या थाळ्या आहेत, ज्यासाठी ते ₹500 एवढ्या जास्त दराची मागणी करतात. ते अशीसुद्धा मागणी करतात की पाहुण्यांनी स्वत:च्या खोल्या स्वत:च स्वच्छ केल्या पाहिजेत.",Negative,mr
828,एसिखौ कपार कइलजों बानायनाय जादों जाय एलुमिनियामनिख्रुइ साबसिन।,Positive,bd
829,"ਇਹ ਐਲਕੋਹੋਲ ਮੁਕਤ ਨਹੀਂ ਹੈ। ਮੈਨੂੰ ਵਾਸਤਵ ਵਿੱਚ, ਇਹ ਮਹਿਸੂਸ ਹੋਇਆ ਕਿ ਐਲਕੋਹੋਲ ਦੀ ਗੰਧ ਬਹੁਤ ਜ਼ਿਆਦਾ ਵਿਆਪਕ ਹੈ. ਇਸ ਦੀ ਵਰਤੋਂ ਕਰਨਾ ਇੱਕ ਭਿਆਨਕ ਅਨੁਭਵ ਸੀ।",Negative,pa
830,ही एक छान गोष्ट आहे आणि पात्रांच्या आवाजातील बदलांमुळे निवेदन ऐकायलासुद्धा चांगले वाटते.,Positive,mr
831,পাঠকের অভিনয় দক্ষতা খুবই বাজে। পড়ার সময় কোন আবেগ নেই এবং ভয়ঙ্কর একঘেয়েমি সত্যিই গল্পটিকে নষ্ট করে দিয়েছে।,Negative,bn
832,"ਉੱਨਤ ਖਿਡਾਰੀਆਂ ਲਈ ਬਿਲਕੁਲ ਨਹੀਂ ਹੈ, ਅਸੰਤੁਸ਼ਟ ਹੈ।",Negative,pa
833,"ইয়াত চালমন থাকে যি স্বাস্থ্যৱান ছাল আৰু নোম বৃদ্ধি কৰিবলৈ উচ্চ মানদণ্ডৰ প্ৰ'টিন আৰু অমেগা ফেটি এচিড প্ৰদান কৰে। এই অমেগা-3 ফেটি এচিডে উত্তম চালমন তেল প্ৰদান কৰে, যিয়ে পোৱালীবোৰৰ মগজু আৰু দৃষ্টি শক্তি বিকাশত সহায় কৰে। ইয়াক কণী বা কণীৰ সামগ্ৰী অবিহনে তৈয়াৰ কৰা হয় আৰু কণীৰ প্ৰতি সংবেদনশীলতা থকা কুকুৰৰ বাবে উপযুক্ত।",Positive,as
834,"कहानी आपको उतना एज पर नहीं रखती जितना उसे रखना चाहिए क्योंकि बहुत सारे कैरेक्टर्स हैं, बहुत सारी भ्रमित करने वाली घटनाएं हैं और ध्यान बनाए रखने के लिए ज़्यादा कुछ नहीं है।",Negative,hi
835,శక్తి భోగ్ ఆట్టా ఎటువంటి ఎడిటివ్‌లు లేని అతికొద్ది ఆటా బ్రాండ్‌ల్లో ఒకటి.,Positive,te
836,اس میں ایک حیرت انگیز اور مسحور کن خوشبو ہے۔ یہ پہلے استعمال کے بعد آپ کو اپنے تازہ ترین اور فعال ورژن میں بدل دیتا ہے۔,Positive,ur
837,വിലകുറഞ്ഞ പ്ലാസ്റ്റിക് ഉപയോഗിച്ച് നിർമ്മിച്ചത്. ഫാൻ പ്രവർത്തിക്കുമ്പോൾ ബ്ലേഡുകൾ ഇടറുകയും ഒടുവിൽ പണം പാഴാക്കുകയും ചെയ്യുന്നു.,Negative,ml
838,سلائی میں استعمال ہونے والا سامان اچھی کوالٹی اور واٹر پروف ہے۔,Positive,ur
839,পেকেজটোৰ সৈতে প্ৰদান কৰা বেটাৰীবোৰ নিম্ন গুণমানৰ। এইটো বেছি দিন নচলিল আৰু অতি সোনকালে সলনি কৰিব লগা হৈছিল।,Negative,as
840,"सीजीचे सिलिंग पंखे सुंदर आणि आकर्षक शैलीत तयार केले आहेत. अगदी लहान घरांमध्येसुद्धा, ते भव्यतेचा आणि सॉफेस्टीकेशनचा अनुभव देतात.",Positive,mr
841,"""قیمتیں لوکل یا بس سروس کے مقابلے زیادہ ہیں""",Negative,ur
842,ਅਕਸਰ ਕੋਈ ਸਪਸ਼ਟ ਦਿਸ਼ਾ ਨਹੀਂ ਹੁੰਦੀ। ਚੀਜ਼ਾਂ ਹਮੇਸ਼ਾ ਕੰਟਰੋਲ ਵਿੱਚ ਨਹੀਂ ਹੁੰਦੀਆਂ ਹਨ। ਔਨਲਾਈਨ ਫੋਰਮਾਂ ਵਿੱਚ ਕੁਆਲਿਟੀ ਦੀ ਘਾਟ ਹੈ।,Negative,pa
843,"सुंदʼ सलʼ फरायनाया बिसोरनि फरायनाय हुदाखौ बांहोयो, इंराजि रावनि फारसे गियानखौ बांहोयो। बे बिजाबा रंगिना-संगिना गाबनि आरो गोसो बोनो हानाय।",Positive,bd
844,"जब मिक्सर, टीवी, फैन आदि जैसी छोटी डिवाइसेज़ की बात आती है तो यह इन्वर्टर काफी कुशल है। यह एक भारतीय ब्रांड के रूप में दुर्लभ और अच्छा है।",Positive,hi
845,"ভইচ আৰু ভিডিঅ' কল, বাৰ্তা, আৰু এক সীমাহীন প্ৰকাৰৰ ৰোমাঞ্চকৰ ষ্টিকাৰৰ সৈতে, সেইবোৰে মোক এনেদৰে নিজকে ব্যক্ত কৰিবলৈ সক্ষম কৰে যিটো মই কেতিয়াও সম্ভৱ বুলি ভবা নাছিলো।",Positive,as
846,"ಕೆಂಪು ಬಣ್ಣವು ರೋಮಾಂಚಕವಾಗಿದೆ ಮತ್ತು ಇದು ವಿಂಟೇಜ್ ರೀತಿಯ ಭಾವನೆಯನ್ನು ನೀಡುತ್ತದೆ. ಇದು ಡಬಲ್ ಮತ್ತು ದೀರ್ಘವಾದ ಮಾನ್ಯತೆ ಹೊಂದಿದೆ, ಇದು ನಿಜವಾಗಿಯೂ ಅದ್ಭುತವಾಗಿದೆ.",Positive,kn
847,"“नितीनचे काम, मला वाटते तो अतिशय स्टायलिश आणि नैसर्गिक आहे आणि विनोदी दृश्य हाताळण्यात त्याचा हातखंडा आहे. व्हीलनबरोबरची संघर्षाची दृश्ये असामान्य आहेत आणि मला वाटते त्याचे हे काम त्याच्या करिअरमधील सर्वात उत्कृष्ट कामांपैकी एक आहे.”",Positive,mr
848,یہ جلد کے انفیکشن کا علاج کرتا ہے اور کُٹکی اور خارش سے فوری نجات دیتا ہے۔,Positive,ur
849,"""ৰাজ্যখনৰ বিদৰ্ভ আৰু মাৰাঠৱাড়া অঞ্চলত যোগাযোগ ব্যৱস্থা খুব ভাল। প্ৰায় সকলোবোৰ মুখ্য চহৰতে সেৱা আগবঢ়ায়।""",Positive,as
850,ملک بیکیز کے بسکٹ چائے کے ساتھ کھائے جانے پر کرکرے اور بہت بھرے ہوتے ہیں۔ یقینی طور پر پارلے-جی سے بہتر ہے,Positive,ur
851,"""ಇದು ಗುಣಮಟ್ಟದಲ್ಲಿ ತುಂಬಾ ಕೆಳಮಟ್ಟದ್ದಾಗಿದೆ:  ಲೋಹವು ಕೆಲವೇ ದಿನಗಳಲ್ಲಿ ತುಕ್ಕು ಹಿಡಿಯಲು ಪ್ರಾರಂಭಿಸುತ್ತದೆ ಮತ್ತು ಒಂದು ದಿನ ಅಥವಾ ಎರಡು ದಿನಗಳ ನಂತರ ಕುರ್ಚಿ ಅತ್ಯಂತ ಕೀರಲು ಧ್ವನಿಯಲ್ಲಿದೆ. ಉತ್ಪನ್ನವು ಬಾಳಿಕೆ ಬರುವಂತಿಲ್ಲ, ಬಳಕೆಯ ಕೆಲವೇ ತಿಂಗಳುಗಳಲ್ಲಿ ಅದು ಮುರಿಯುತ್ತದೆ ಎಂದು ನಾನು ಹೆದರುತ್ತೇನೆ. """,Negative,kn
852,"এর ধারণক্ষমতা ন্যূনতম 1.5 টন, যা 100 বর্গফুটের একটি ছোট ঘরের জন্য খুব বেশি। ফুটযা সাধারণত যেকোনো মধ্যবিত্ত বাড়ির স্থানের ক্ষেত্রফল। আমার সমস্ত টাকা নাও!!!",Negative,bn
853,"பேச்சாளர்களில் சில இரைச்சல் எப்போதும், குறைந்த தரம்.",Negative,ta
854,"ଯଦିଓ ଫ୍ୟାନ୍ ଆକାର ବଡ ଦେଖାଯାଏ, ଏହାର ଛୋଟ ବ୍ଲେଡ୍ ଅଛି | ବାୟୁ ବିତରଣର ସ୍ପିଡ ବହୁତ କମ୍ ଅଟେ |",Negative,or
855,"కుక్క గుత్తులుగా జుట్టును కోల్పోవడం ప్రారంభించింది, దీని వల్ల దద్దుర్లు ఏర్పడతాయి",Negative,te
856,பால்ட்ராவின் டேபிள் விசிறி வீட்டு உபயோகத்துக்கான லைட் வெயிட் விசிறி ஆகும். பெரிய சிரமமில்லாமல் இதை நீங்கள் எங்கு வேண்டுமானாலும் எடுத்துச் செல்லலாம்.,Positive,ta
857,इससे कोई बाल नहीं निकलते। ब्रश पिन की लंबाई बहुत छोटी है और कोट के अंदर नहीं जा सकती है।,Negative,hi
858,"பயன்படுத்தப்பட்டிருக்கும் மெட்டீரியல் தரமாக இல்லை, வாட்டர் புரூஃப்பும் இல்லை.",Negative,ta
859,ఇది స్నేహితులు మరియు కుటుంబంతో కలిసి సినిమాలు చూడటానికి చాలా పరిశుభ్రంగా ఉండే ప్రదేశం. బ్యాచిలర్స్‌కు తగిన ఆప్షన్. ఇది మన చుట్టుపక్కల ఉండే సినిమా హాల్ వాతవరణాన్ని కలిగి ఉంటుంది.,Positive,te
860,गांसे सोमोनांथाव आरो गोसोआव गोनां सलʼ बिजाब। बेयाव दों 20 सलʼ आरो मोन 80 गाबगोनां सावगारिनि बिलाइ दं। आंनि गथʼफोरा बेखौ मोजां मोनथारदों। आं बेखौ रां  175 आव एमाजनाव बायदों। कम बेसेनावनो मोजां बिजाब।,Positive,bd
861,بی آئی ایس سرٹیفیکیشن اور سمارٹ آئی سی کے بارے میں کوئی جائزہ نہیں ہے۔,Negative,ur
862,उषाच्या विंडो एअर कूलरच्या टाकीची क्षमता खूपच कमी आहे. आपण तो सारखा भरू शकत नाही कारण हा विंडो कूलर आहे आणि पाणी भरण्यासाठी आपल्याला तो खाली काढावा लागतो.,Negative,mr
863,"ମୋର 5 ବର୍ଷର ପିଲାକୁ ସତେଜ କରିବା ପାଇଁ ଆମେ ଏହାକୁ ଗ୍ରୀଷ୍ମ ସମୟରେ ନେଇଛୁ ଏବଂ ସେ ଏହାକୁ ବହୁତ ପସନ୍ଦ କରେ | ଆକର୍ଷଣୀୟ ସଂଖ୍ୟା ଆକୃତି, ପଶୁ ଚିତ୍ର ସହିତ ଏହା ଏକ କାର୍ଯ୍ୟକଳାପଭିତ୍ତିକ ପୁସ୍ତକ |",Positive,or
864,કોમ્બો ફૂડ સાથેનો ઉત્તમ મૂવી અનુભવ. સિનેપોલિસ કોવિડના નિયમોનું પાલન કરે છે. સારી સાઉન્ડ અને પિક્ચર ક્વોલિટી અને આરામદાયક અનુભવની ખાતરી. તે ત્રીજા માળે છે અને મુખ્ય ફૂડ જાયન્ટ્સ સાથે જોડાય છે.,Positive,gu
865,रेड्डिट ओपन डिसकशन की अनुमति देता है और आप अपने आईडिया और विचारों पर राय रखने के लिए इसका लाभ उठा सकते हैं। इसके अलावा आप सर्च का इस्तेमाल करके टॉय करने के लिए आसानी से आइडियाज़ ढूंढ सकते हैं।,Positive,hi
866,ஒவ்வொரு கேரக்டர்களுக்கும் மாடுலேஷன் மாற்றத்துடன் கேட்பதற்கு அருமையான கதை மற்றும் குரல்.,Positive,ta
867,"या कॉटन टी-शर्टच्या गोल गळ्यामुळे तो घालण्यास आणि काढण्यास सोपा आहे आणि टी-शर्टमुळे प्राण्यांच्या हालचालींवर प्रतिबंध येणार नाही आणि ते पळणे, उड्या मारणे, लोळणे यासारख्या गोष्टी सहजपणे करू शकतील.",Positive,mr
868,“ଗତ 5 ବର୍ଷ ମଧ୍ୟରେ ଟ୍ରେନରେ ଯାତ୍ରା କରୁଥିବା ଯାତ୍ରୀମାନଙ୍କ ଠାରୁ ନିୟମିତ ଭାବେ ମତାମତ ନିଆଯାଉ ଥିବାରୁ ପରିଷ୍କାର ପରିଚ୍ଛନ୍ନତା ବୃଦ୍ଧି ପାଇଛି”,Positive,or
869,ಈ ವಾಕರ್ ಮಡಿಚಲು ಸೂಪರ್ ಸುಲಭ ಮತ್ತು ಬಹಳ ಕಾಂಪ್ಯಾಕ್ಟ್ ಆಗಿದೆ. ಒಂದೆ ಬಾರಿಗೆ ಸಾವಿರ ವಸ್ತುಗಳನ್ನು ಸಾಗಿಸುವ ಎಲ್ಲಾ ಹೊಸ ಅಮ್ಮಂದಿರಿಗೆ ನಾನು ಇದನ್ನು ಶಿಫಾರಸು ಮಾಡುತ್ತೇವೆ. ನನಗೆ ನಂತರ ಧನ್ಯವಾದಗಳನ್ನು ತಿಳಿಸಿ.,Positive,kn
870,"पाऊचला हूक आहे आणि आकारसुद्धा 10 cm ते 22 cm उंचीच्या सर्व लेन्ससाठी चांगला आहे, वॉटर रेझिस्टन्टसुद्धा आहे.",Positive,mr
871,আচলতে এটা অৰ্থহীন কাহিনী যিটো মৰা মাছ বুলি নজনাকৈ মৰা মাছৰ চাৰিওফালে আগুৰি ধৰাৰ দৰে কাম। এই ছবিখন হতাশাজনক আৰু পাহৰিব পৰা।,Negative,as
872,"""ਐਡਰੇਨੈਲੀਨ ਰਸ਼! ਸਵੇਤਾਂਸ਼ੂ ਬੋਰਾ ਦੁਆਰਾ ਵਧੀਆ ਢੰਗ ਨਾਲ ਪੜ੍ਹਿਆ ਗਿਆ। ਪੜ੍ਹਨ ਵੇਲੇ ਪਿੱਚ ਅਤੇ ਸੁਰ ਕਹਾਣੀ ਲਈ ਬਹੁਤ ਢੁਕਵੇਂ ਸਨ।""",Positive,pa
873,"இப்போது ஸ்பிளிட் ஏசியில் ஏர் பியூரிஃபையர்கள் வருகின்றன. ஆனால் ஏர் பியூரிஃபையர்கள் கார்பன் டை ஆக்ஸைடை நீக்காததால், அவ்வப்போது ஜன்னல்களைத் திறப்பது மிகவும் அவசியம். கதவுகளையும், ஜன்னல்களையும் திறந்து வைத்திருப்பது காற்றை சுத்தப்படுத்தும் கருவியின் செயல்திறனை குறைக்கும்.",Negative,ta
874,ইয়াক কঢ়িয়াই নিয়া সহজ নহয়।,Negative,as
875,"वातावरण छान आहे आणि काही मैत्रीपूर्ण बारटेंडर्स आणि इतर कर्मचाऱ्यांमुळे सेवा अपवादात्मकरित्या चांगली होती. निवड करण्यासाठी कॉकटेल्सचे उपलब्ध असलेले पर्यायसुद्धा आपल्यावर छाप पाडतात, कोलकाता रेंज कॉकटेल्स अतिशय चांगल्या प्रकारे डिझाईन केलेली आहेत.",Positive,mr
876,ਮਾਂ ਅਤੇ ਪੁੱਤਰ ਦੀ ਸਿਰਫ਼ ਇੱਕ ਸਾਦੀ ਕਹਾਣੀ ਜਿਸ ਨੂੰ ਇਸ ਨੂੰ ਨਾਟਕੀ ਰੂਪ ਦੇਣ ਦੀਆਂ ਅਸਫਲ ਕੋਸ਼ਿਸ਼ਾਂ ।,Negative,pa
877,खाना शानदार है और शानदार संगीत के साथ कैंडल लाइट डिनर का आनंद लेने के लिए अच्छी जगह है।,Positive,hi
878,ব্রেইনপাওয়ারের আকর্ষণীয় ব্যবহার। এই গেমটি কৌশলগতভাবে এগিয়ে যাওয়ার জন্য পরিকল্পনা করার ক্ষমতাকে চ্যালেঞ্জ করে।,Positive,bn
879,"'ద మార్టియన్'  ఒక ఫ్యూచరిస్టిక్ సైన్స్ ఫిక్షన్ చిత్రం కావడంతో, మానవ స్వభావం మరియు మానవత్వం యొక్క భవిష్యత్తు యొక్క ఆలోచనలకు లింక్ చేసే ఇతివృత్తాలను అద్భుతమైన రీతిలో పొందుపరిచింది. పట్టుదలతో, మనుగడ సాగించాలనే మనిషి సహజమైన కోరికను అనుభవించడం కేవలం అసాధారణమైనది.",Positive,te
880,"ఇది యాంటీ మైక్రోబియల్, యాంటీ ఫంగల్ మాయిశ్చరైజింగ్ షాంపూ, ఇది మీ కుక్కల నుండి పరాన్నజీవులు మరియు ఇతర కీటకాలను తిప్పికొట్టేటప్పుడు చర్మపు చికాకు మరియు మంటను తగ్గిస్తుంది. ఇది వాటి చర్మానికి పోషణను అందిస్తుంది మరియు హైడ్రేట్ చేస్తుంది.",Positive,te
881,اگرچہ پنکھے کا سائز بڑا لگتا ہے لیکن اس میں چھوٹے بلیڈ لگے ہوئے ہیں۔ ہوا کی فراہمی کی رفتار بہت کم ہے۔,Negative,ur
882,"ಇದು ಗುಣಮಟ್ಟದ ಉತ್ಪನ್ನಗಳೊಂದಿಗೆ ಉತ್ತಮ ಬ್ರಾಂಡ್ ಯೆಂದು ಭಾವಿಸಲಾಗಿದೆ ಆದರೆ ಇದರಲ್ಲಿ ಬಳಸಲಾದ ಸಿಲಿಕಾನ್ ಬಾಳಿಕೆ ಬರುವುದಿಲ್ಲ. ಕೇವಲ ಒಂದು ತೊಳೆಯುವಿಕೆಯಿಂದ, ಬಾಟಲಿಯ ನಿಪ್ಪಲ್ಗಳು ಬಣ್ಣಬಣ್ಣದವು ಮತ್ತು ಬಿರುಕು ಕಾಣಿಸಿಕೊಳ್ಳುವುದನ್ನು ನಾನು ನೋಡುತ್ತೇನೆ. ನನಗೆ ನನ್ನ ಹಣ ವಾಪಸ್ ಬೇಕು!!",Negative,kn
883,ಶೂಗಳಿಗೆ ಜಾಗವಿಲ್ಲ. ಸಾಮಾನ್ಯ ಸ್ಲಾಟ್‌ನಲ್ಲಿ ಸೇರಿಸಬೇಕಾಗಿದೆ. ಯಾವುದೇ ಮೆತ್ತನೆಯ ಸೊಂಟ ಅಥವಾ ಸೊಂಟದ ಬೆಂಬಲವಿಲ್ಲ.,Negative,kn
884,"ନିରାଶ ହେଲି, ବହିରେ କୌଣସି ରଙ୍ଗୀନ ଚିତ୍ର ନଥିବା ଅର୍ଥହୀନ କାହାଣୀ ଯାହା ଏହାକୁ ପଢ଼ିବାକୁ ଆକର୍ଷଣୀୟ କରିପାରିବ |",Negative,or
885,"""সম্ভৱতঃ ৰাজ্যখনৰ শ্ৰেষ্ঠ স্লিপাৰ কোচ। খুব ভালদৰে ৰক্ষণাবেক্ষণ কৰি ৰখা হৈছে।""",Positive,as
886,આ ખૂબ જ ભીડવાળી જગ્યા છે!,Negative,gu
887,ऑरबिटच्या सिलिंगच्या पंख्याला स्मार्ट कंट्रोल आहे. वा! अखेरीस आता मला माझा पंखा बेडवरून नियंत्रित करता येतो आहे.,Positive,mr
888,"നിങ്ങൾ പോസ്റ്റ് ഷെഡ്യൂൾ ചെയ്യാനാവുമെങ്കിലും, നേരിട്ടുള്ള അപ്‌ലോഡ് ഫീച്ചർ ലഭ്യമല്ലാത്തത് ഗിഗുകൾക്ക് കുറച്ച് സമയമെടുക്കുന്നതാക്കുന്നു.",Negative,ml
